# List from http://www.wordfrequency.info/top5000.asp
# Word	POS	Frequency	Dispersion
diet	n	16933 	0.9
arrest	v	16205 	0.94
funding	n	16282 	0.94
therapy	n	16351 	0.93
wash	v	16314 	0.93
schedule	n	15987 	0.95
sad	j	16163 	0.94
brief	j	15770 	0.96
housing	n	16403 	0.93
post	n	15693 	0.97
purchase	v	16064 	0.94
existing	j	16654 	0.91
dark	n	16865 	0.9
steel	n	15982 	0.95
regarding	i	17220 	0.88
shout	v	17239 	0.88
remaining	j	15992 	0.95
visual	j	17316 	0.87
fairly	r	15701 	0.96
chip	n	16162 	0.94
violent	j	15765 	0.96
silent	j	16802 	0.9
suppose	v	16562 	0.91
self	n	16708 	0.9
bike	n	17306 	0.87
tea	n	16373 	0.92
perceive	v	17180 	0.88
comparison	n	16809 	0.9
settlement	n	16172 	0.93
layer	n	16250 	0.92
planning	n	16434 	0.91
far	c	16006 	0.94
description	n	16415 	0.91
later	j	15734 	0.95
slow	v	15633 	0.96
slide	v	16805 	0.89
widely	r	16000 	0.93
wedding	n	15829 	0.94
inform	v	15725 	0.95
portion	n	15677 	0.95
territory	n	15831 	0.94
immediate	j	15680 	0.95
opponent	n	15803 	0.94
abandon	v	15323 	0.97
link	n	15738 	0.94
mass	j	15939 	0.93
lake	n	15836 	0.94
transform	v	15815 	0.94
tension	n	15614 	0.95
display	n	15575 	0.95
leading	j	15665 	0.95
bother	v	15870 	0.94
consist	v	16648 	0.89
alcohol	n	15877 	0.93
enable	v	16293 	0.91
bend	v	16285 	0.91
saving	n	15917 	0.93
gain	n	15822 	0.94
desert	n	15653 	0.94
shall	v	15997 	0.92
error	n	15980 	0.93
release	n	15540 	0.95
cop	n	16228 	0.91
Arab	j	16732 	0.88
double	j	15233 	0.97
walk	n	15632 	0.94
sand	n	15658 	0.94
Spanish	j	15512 	0.95
rule	v	15310 	0.96
hit	n	15766 	0.93
print	n	15634 	0.94
preserve	v	15527 	0.95
passage	n	15702 	0.93
formal	j	16078 	0.91
transition	n	16058 	0.91
existence	n	15969 	0.92
album	n	15869 	0.92
participation	n	17187 	0.85
arrange	v	15258 	0.96
atmosphere	n	15310 	0.95
joint	j	15444 	0.95
reply	v	16312 	0.89
cycle	n	15775 	0.93
opposite	j	15554 	0.94
lock	v	15616 	0.93
whole	n	15558 	0.94
deserve	v	14944 	0.97
consistent	j	16334 	0.89
resistance	n	15686 	0.93
discovery	n	15358 	0.95
tear	v	15575 	0.93
exposure	n	15979 	0.91
pose	v	15230 	0.95
stream	n	15400 	0.94
sale	n	15351 	0.94
trust	n	15170 	0.96
benefit	v	15424 	0.94
pot	n	15407 	0.94
grand	j	15659 	0.93
mine	p	15794 	0.92
hello	u	16600 	0.87
coalition	n	15720 	0.92
tale	n	15004 	0.97
knife	n	15792 	0.92
resolve	v	15260 	0.95
racial	j	15687 	0.92
phase	n	16045 	0.9
present	n	15267 	0.95
joke	n	15284 	0.95
coat	n	16010 	0.9
Mexican	j	15514 	0.93
symptom	n	15886 	0.91
contact	v	15359 	0.94
manufacturer	n	15741 	0.92
philosophy	n	15746 	0.92
potato	n	15561 	0.93
interview	v	15687 	0.92
foundation	n	15273 	0.94
quote	v	15415 	0.93
online	j	15848 	0.91
pass	n	15599 	0.92
negotiation	n	15680 	0.92
good	n	15259 	0.94
urge	v	14894 	0.96
occasion	n	14792 	0.97
dust	n	15475 	0.93
breathe	v	15813 	0.91
elect	v	15350 	0.93
investigator	n	15258 	0.94
jacket	n	15692 	0.91
glad	j	15556 	0.92
ordinary	j	14776 	0.97
reduction	n	15862 	0.9
rarely	r	14912 	0.96
shift	n	15114 	0.94
pack	v	15169 	0.94
suicide	n	15145 	0.94
numerous	j	15389 	0.93
touch	n	14939 	0.95
substance	n	15909 	0.89
discipline	n	15684 	0.91
elsewhere	r	14884 	0.95
iron	n	15043 	0.94
practical	j	15303 	0.93
moreover	r	16163 	0.88
passion	n	14632 	0.97
volunteer	n	14958 	0.95
implement	v	16124 	0.88
essentially	r	15020 	0.94
gene	n	15377 	0.92
enforcement	n	15052 	0.94
vs	i	16003 	0.88
sauce	n	15903 	0.88
independence	n	15259 	0.92
marketing	n	15259 	0.92
priest	n	14889 	0.94
amazing	j	15124 	0.93
intense	j	14452 	0.97
advance	n	14645 	0.96
employer	n	14846 	0.94
shock	n	14551 	0.96
inspire	v	14771 	0.95
adjust	v	14564 	0.96
retire	v	14979 	0.93
sure	r	14854 	0.94
visible	j	14691 	0.95
kiss	v	16128 	0.87
illness	n	14726 	0.95
cap	n	14672 	0.95
habit	n	14501 	0.96
competitive	j	14938 	0.93
juice	n	15388 	0.9
congressional	j	14936 	0.93
involvement	n	15640 	0.89
dominate	v	14768 	0.94
previously	r	15092 	0.92
whenever	r	14484 	0.96
transfer	v	14686 	0.95
analyze	v	15587 	0.89
another	p	14441 	0.96
attach	v	14552 	0.95
for	c	14594 	0.95
Indian	n	15021 	0.92
disaster	n	14684 	0.95
parking	n	14970 	0.93
prospect	n	14521 	0.95
boss	n	14587 	0.95
complaint	n	14551 	0.95
championship	n	16008 	0.86
coach	v	15910 	0.87
exercise	v	14766 	0.94
fundamental	j	15199 	0.91
severe	j	14609 	0.95
enhance	v	15393 	0.9
mystery	n	14211 	0.97
impose	v	14881 	0.93
poverty	n	14891 	0.93
other	i	14165 	0.97
entry	n	14643 	0.94
fat	j	14826 	0.93
spending	n	14965 	0.92
king	n	14445 	0.95
evaluate	v	15780 	0.87
symbol	n	14596 	0.94
still	j	14308 	0.96
trade	v	14624 	0.94
maker	n	14586 	0.94
mood	n	14227 	0.96
accomplish	v	14325 	0.96
emphasis	n	15337 	0.89
illustrate	v	15091 	0.91
boot	n	15033 	0.91
monitor	v	14499 	0.94
Asian	j	14873 	0.92
entertainment	n	14615 	0.94
bean	n	14996 	0.91
evaluation	n	16213 	0.84
creature	n	14852 	0.92
commander	n	14425 	0.94
digital	j	15048 	0.9
arrangement	n	14403 	0.94
concentrate	v	14155 	0.96
total	n	14559 	0.93
usual	j	14305 	0.95
anger	n	14241 	0.95
psychological	j	15249 	0.89
heavily	r	13964 	0.97
peak	n	14481 	0.94
approximately	r	15172 	0.89
increasing	j	14886 	0.91
disorder	n	14780 	0.92
missile	n	15147 	0.89
equally	r	14389 	0.94
vary	v	14954 	0.9
wire	n	14310 	0.95
round	n	14539 	0.93
distribution	n	15249 	0.89
transportation	n	14516 	0.93
holy	j	14090 	0.96
ring	v	14757 	0.91
twin	n	14610 	0.92
command	n	14022 	0.96
commission	n	14371 	0.94
interpretation	n	15613 	0.86
breakfast	n	14397 	0.93
stop	n	14117 	0.95
strongly	r	14459 	0.93
engineering	n	14853 	0.9
luck	n	14186 	0.95
so-called	j	14065 	0.96
constant	j	14069 	0.95
race	v	14233 	0.94
clinic	n	14016 	0.96
veteran	n	14366 	0.93
smell	v	15214 	0.88
tablespoon	n	15804 	0.85
capable	j	13933 	0.96
nervous	j	14100 	0.95
tourist	n	13895 	0.96
light	v	14720 	0.91
toss	v	14565 	0.92
crucial	j	14234 	0.94
bury	v	14030 	0.95
pray	v	14006 	0.95
tomato	n	14864 	0.89
exception	n	14136 	0.94
butter	n	14780 	0.9
deficit	n	15008 	0.88
bathroom	n	14725 	0.9
objective	n	15107 	0.88
block	v	13688 	0.97
electronic	j	14057 	0.94
ally	n	14025 	0.94
journey	n	13599 	0.97
reputation	n	13681 	0.96
mixture	n	14856 	0.89
surely	r	13904 	0.95
tower	n	13948 	0.95
smoke	n	14327 	0.92
confront	v	13757 	0.96
pure	j	13671 	0.96
glance	v	16008 	0.82
dimension	n	14965 	0.88
toy	n	13935 	0.94
prisoner	n	13928 	0.94
fellow	j	13585 	0.97
smooth	j	14148 	0.93
nearby	j	13820 	0.95
peer	n	14738 	0.89
designer	n	14210 	0.92
personnel	n	14095 	0.93
shape	v	13859 	0.94
educator	n	15447 	0.85
relative	n	13541 	0.97
immigration	n	14526 	0.9
belt	n	13826 	0.94
teaspoon	n	15767 	0.83
birthday	n	13757 	0.95
implication	n	14791 	0.88
perfectly	r	13671 	0.95
coast	n	13515 	0.96
supporter	n	13970 	0.93
accompany	v	13666 	0.95
silver	n	14033 	0.92
teenager	n	13615 	0.95
recognition	n	14249 	0.91
retirement	n	13964 	0.93
flag	n	13655 	0.95
recovery	n	13703 	0.95
whisper	v	15383 	0.84
watch	n	13996 	0.93
gentleman	n	14648 	0.88
corn	n	13739 	0.94
moon	n	13959 	0.92
inner	j	13545 	0.95
junior	j	13797 	0.93
rather	c	13611 	0.95
throat	n	14681 	0.88
salary	n	13885 	0.93
swing	v	14317 	0.9
observer	n	13806 	0.93
due	j	13252 	0.97
straight	j	13474 	0.96
publication	n	14045 	0.92
pretty	j	13951 	0.92
crop	n	13733 	0.94
dig	v	13633 	0.94
strike	n	13686 	0.94
permanent	j	13390 	0.96
plant	v	13526 	0.95
phenomenon	n	14087 	0.91
anxiety	n	14088 	0.91
unlike	i	13248 	0.97
wet	j	13963 	0.92
literally	r	13425 	0.95
resist	v	13330 	0.96
convention	n	14497 	0.88
embrace	v	13183 	0.97
supply	v	13399 	0.95
assist	v	13748 	0.93
exhibition	n	13987 	0.91
construct	v	14234 	0.89
viewer	n	13479 	0.94
pan	n	14148 	0.9
consultant	n	13646 	0.93
soon	c	13547 	0.94
line	v	13373 	0.95
administrator	n	14058 	0.9
date	v	13231 	0.96
occasionally	r	13321 	0.95
mayor	n	13903 	0.91
consideration	n	14047 	0.9
CEO	n	13956 	0.91
secure	v	13181 	0.96
pink	j	13849 	0.91
smoke	v	13438 	0.94
estimate	n	13718 	0.92
buck	n	13693 	0.92
historic	j	13507 	0.94
poem	n	13702 	0.92
grandmother	n	13670 	0.92
bind	v	13109 	0.96
fifth	m	13150 	0.96
constantly	r	13033 	0.97
enterprise	n	13542 	0.93
favor	v	13235 	0.95
testing	n	13725 	0.92
stomach	n	13845 	0.91
apparent	j	13434 	0.93
weigh	v	13051 	0.96
install	v	13584 	0.92
sensitive	j	13115 	0.96
suggestion	n	13145 	0.95
mail	n	13024 	0.96
recipe	n	13840 	0.9
reasonable	j	13130 	0.95
preparation	n	13553 	0.92
wooden	j	13518 	0.92
elementary	j	13831 	0.9
concert	n	13270 	0.94
aggressive	j	13191 	0.95
FALSE	j	12871 	0.97
intention	n	13207 	0.94
channel	n	12975 	0.96
extreme	j	13064 	0.95
tube	n	13364 	0.93
drawing	n	13377 	0.93
protein	n	14036 	0.89
quit	v	13045 	0.95
absence	n	13597 	0.92
roll	n	13053 	0.95
Latin	j	13797 	0.9
rapidly	r	13066 	0.95
jail	n	13324 	0.93
comment	v	12930 	0.96
diversity	n	13872 	0.89
honest	j	12916 	0.96
Palestinian	j	14008 	0.88
pace	n	12891 	0.96
employment	n	13673 	0.9
speaker	n	12889 	0.96
impression	n	12746 	0.97
essay	n	13802 	0.89
respondent	n	15057 	0.82
giant	j	12963 	0.95
cake	n	13336 	0.92
historian	n	13437 	0.92
negotiate	v	13043 	0.94
restore	v	12814 	0.96
substantial	j	13376 	0.92
pop	v	13123 	0.93
particular	r	13259 	0.92
specialist	n	13041 	0.94
origin	n	13654 	0.9
approval	n	12795 	0.96
mine	n	12824 	0.95
quietly	r	13503 	0.91
advise	v	12709 	0.96
conventional	j	13209 	0.93
drop	n	12757 	0.96
count	n	13007 	0.94
depth	n	12927 	0.95
wealth	n	12886 	0.95
disability	n	14197 	0.86
shell	n	12957 	0.94
general	r	13256 	0.92
criticize	v	12906 	0.94
fast	j	12738 	0.96
professional	n	13402 	0.91
effectively	r	13277 	0.92
biological	j	13233 	0.92
pack	n	13238 	0.92
onion	n	13769 	0.88
deputy	n	12972 	0.94
flat	j	12899 	0.94
brand	n	13103 	0.93
assure	v	12542 	0.97
mad	j	12903 	0.94
award	n	12874 	0.94
criteria	n	14160 	0.86
dealer	n	12999 	0.93
via	i	13064 	0.93
alternative	j	13289 	0.91
utility	n	13150 	0.92
precisely	r	12878 	0.94
arise	v	13351 	0.91
armed	j	12966 	0.93
nevertheless	r	13190 	0.92
highway	n	12649 	0.96
clinical	j	13593 	0.89
routine	n	12576 	0.96
schedule	v	12881 	0.94
wage	n	13033 	0.93
normally	r	12402 	0.97
phrase	n	12558 	0.96
ingredient	n	13382 	0.9
stake	n	12603 	0.96
Muslim	j	13147 	0.92
dream	v	12887 	0.93
fiber	n	13606 	0.88
activist	n	12737 	0.94
Islamic	j	13323 	0.9
snap	v	13362 	0.9
terrorism	n	13806 	0.87
refugee	n	13010 	0.92
incorporate	v	13310 	0.9
hip	n	12863 	0.93
ultimate	j	12542 	0.95
switch	v	12508 	0.95
corporation	n	12612 	0.95
valuable	j	12628 	0.94
assumption	n	13434 	0.89
gear	n	12872 	0.93
graduate	v	12480 	0.95
barrier	n	12772 	0.93
minor	j	12346 	0.96
provision	n	13256 	0.9
killer	n	12631 	0.94
assign	v	12836 	0.93
gang	n	12662 	0.94
developing	j	13171 	0.9
classic	j	12610 	0.94
chemical	n	12673 	0.94
wave	v	13567 	0.87
label	n	12497 	0.95
teen	n	12663 	0.94
index	n	12751 	0.93
vacation	n	12424 	0.95
advocate	n	12565 	0.94
draft	n	12684 	0.93
extraordinary	j	12356 	0.96
heaven	n	12461 	0.95
rough	j	12365 	0.96
yell	v	13131 	0.9
pregnant	j	12329 	0.96
distant	j	12542 	0.94
drama	n	12393 	0.95
satellite	n	12438 	0.94
personally	r	12317 	0.95
wonder	n	12265 	0.96
clock	n	12395 	0.95
chocolate	n	12682 	0.92
Italian	j	12384 	0.95
Canadian	j	12820 	0.91
ceiling	n	12668 	0.92
sweep	v	12431 	0.94
advertising	n	12601 	0.93
universal	j	12590 	0.93
spin	v	12673 	0.92
house	v	12268 	0.95
button	n	12552 	0.93
bell	n	12421 	0.94
rank	n	12236 	0.95
darkness	n	13275 	0.88
ahead	i	12125 	0.96
clothing	n	12078 	0.96
super	j	12586 	0.92
yield	v	12634 	0.92
fence	n	12390 	0.94
portrait	n	12340 	0.94
paint	n	12673 	0.91
survival	n	12335 	0.94
roughly	r	12200 	0.95
lawsuit	n	12656 	0.91
bottom	j	12169 	0.95
testimony	n	12679 	0.91
bunch	n	12225 	0.95
beat	n	13118 	0.88
wind	v	12054 	0.96
found	v	12376 	0.93
burden	n	12054 	0.96
react	v	11874 	0.97
chamber	n	12034 	0.96
furniture	n	12461 	0.92
cooperation	n	12833 	0.9
string	n	11974 	0.96
ceremony	n	11923 	0.97
communicate	v	12179 	0.95
taste	v	12397 	0.93
cheek	n	13411 	0.86
lost	j	11886 	0.97
profile	n	12089 	0.95
mechanism	n	12948 	0.89
disagree	v	12280 	0.93
like	r	13238 	0.87
penalty	n	12310 	0.93
match	n	12025 	0.95
ie	r	13724 	0.83
advance	v	12056 	0.95
resort	n	12379 	0.92
destruction	n	12356 	0.92
bear	n	12194 	0.94
unlikely	j	11869 	0.96
tissue	n	12342 	0.92
constitutional	j	12567 	0.91
pant	n	12457 	0.91
stranger	n	12261 	0.93
infection	n	12402 	0.92
cabinet	n	11846 	0.96
broken	j	12097 	0.94
apple	n	12172 	0.93
electric	j	12007 	0.95
proceed	v	11808 	0.96
track	v	11773 	0.96
bet	v	12079 	0.94
literary	j	12801 	0.88
virus	n	12106 	0.93
stupid	j	12467 	0.91
dispute	n	12203 	0.93
fortune	n	11815 	0.96
strategic	j	12347 	0.92
assistant	n	11828 	0.96
overcome	v	11801 	0.96
remarkable	j	11683 	0.96
occupy	v	11756 	0.96
statistics	n	12086 	0.93
shopping	n	11957 	0.94
cousin	n	12155 	0.93
encounter	v	11974 	0.94
wipe	v	12435 	0.91
initially	r	12022 	0.94
blind	j	12005 	0.94
white	n	11815 	0.95
port	n	11893 	0.95
honor	v	11653 	0.96
electricity	n	11954 	0.94
genetic	j	12069 	0.93
adviser	n	12112 	0.93
pay	n	11883 	0.94
spokesman	n	12689 	0.88
retain	v	12041 	0.93
latter	d	12527 	0.89
incentive	n	12105 	0.92
slave	n	11863 	0.94
chemical	j	12006 	0.93
translate	v	11722 	0.95
accurate	j	11842 	0.94
whereas	c	12668 	0.88
terror	n	12342 	0.9
though	r	12073 	0.92
expansion	n	12054 	0.92
elite	n	12329 	0.9
Olympic	j	13072 	0.85
dirt	n	12063 	0.92
odd	j	11849 	0.94
rice	n	11944 	0.93
bullet	n	11706 	0.95
tight	j	11641 	0.95
Bible	n	11539 	0.96
chart	n	11861 	0.93
solar	j	12121 	0.91
decline	n	11956 	0.92
conservative	n	11941 	0.92
process	v	11940 	0.92
square	j	11630 	0.95
stick	n	11795 	0.94
concentration	n	12146 	0.91
complicated	j	11306 	0.98
gently	r	12233 	0.9
champion	n	12247 	0.9
scenario	n	11747 	0.94
telescope	n	12754 	0.86
reflection	n	11882 	0.93
revolution	n	11800 	0.93
strip	n	11543 	0.95
interpret	v	12321 	0.89
friendly	j	11360 	0.97
tournament	n	12684 	0.87
fiction	n	11701 	0.94
detect	v	11776 	0.93
balance	v	11536 	0.95
likely	r	11551 	0.95
tremendous	j	11678 	0.94
lifetime	n	11293 	0.97
recommendation	n	11824 	0.93
flow	v	11365 	0.96
senator	n	12091 	0.91
market	v	11650 	0.94
hunting	n	12100 	0.9
salad	n	12103 	0.9
guarantee	v	11430 	0.96
innocent	j	11530 	0.95
boundary	n	12082 	0.9
pause	v	12583 	0.87
remote	j	11346 	0.96
satisfaction	n	12237 	0.89
journal	n	11849 	0.92
bench	n	11666 	0.93
lover	n	11499 	0.95
raw	j	11310 	0.96
awareness	n	12013 	0.91
surprising	j	11327 	0.96
withdraw	v	11352 	0.96
general	n	11344 	0.96
deck	n	11830 	0.92
similarly	r	12180 	0.89
newly	r	11388 	0.95
pole	n	11446 	0.95
testify	v	11843 	0.91
mode	n	12107 	0.89
dialogue	n	11706 	0.92
imply	v	12061 	0.9
naturally	r	11304 	0.96
mutual	j	11566 	0.93
founder	n	11570 	0.93
top	i	11397 	0.95
advanced	j	11626 	0.93
pride	n	11107 	0.97
dismiss	v	11160 	0.97
aircraft	n	11591 	0.93
delivery	n	11323 	0.95
mainly	r	11367 	0.95
bake	v	12253 	0.88
freeze	v	11596 	0.93
platform	n	11209 	0.96
finance	n	11501 	0.94
sink	v	11592 	0.93
attractive	j	11119 	0.97
respect	v	11083 	0.97
diverse	j	12015 	0.89
relevant	j	12212 	0.88
ideal	j	11609 	0.92
joy	n	11171 	0.96
worth	n	11237 	0.95
regularly	r	11329 	0.95
working	j	11200 	0.96
singer	n	11277 	0.95
evolve	v	11442 	0.93
shooting	n	11633 	0.92
partly	r	11132 	0.96
unknown	j	11095 	0.96
assistant	j	11391 	0.94
offense	n	11680 	0.91
counter	n	11676 	0.91
DNA	n	11580 	0.92
smell	n	12123 	0.88
potentially	r	11387 	0.94
transfer	n	11830 	0.9
thirty	m	11637 	0.92
justify	v	11409 	0.93
protest	n	11181 	0.95
crash	n	11250 	0.94
craft	n	11559 	0.92
treaty	n	11689 	0.91
terrorist	n	12169 	0.87
insight	n	11591 	0.92
possess	v	11474 	0.93
politically	r	11324 	0.94
tap	v	11279 	0.94
lie	n	11199 	0.95
extensive	j	11580 	0.92
episode	n	11070 	0.96
double	v	11195 	0.95
swim	v	11342 	0.93
tire	v	11494 	0.92
fault	n	11116 	0.95
loose	j	11299 	0.94
free	v	10898 	0.97
shortly	r	10864 	0.97
originally	r	10995 	0.96
considerable	j	11544 	0.91
prior	i	11746 	0.9
intellectual	j	11842 	0.89
mix	n	11247 	0.94
assault	n	11039 	0.95
relax	v	11202 	0.94
stair	n	12171 	0.86
adventure	n	11031 	0.95
external	j	12260 	0.86
proof	n	10775 	0.97
confident	j	10831 	0.97
headquarters	n	11135 	0.94
sudden	j	11370 	0.92
dirty	j	11112 	0.94
violation	n	11154 	0.94
tongue	n	11674 	0.89
license	n	10943 	0.95
hold	n	10984 	0.95
shelter	n	10891 	0.96
rub	v	11695 	0.89
controversy	n	11054 	0.94
entrance	n	11121 	0.94
favorite	n	11134 	0.94
practice	v	10858 	0.96
properly	r	10783 	0.97
fade	v	11373 	0.92
defensive	j	11442 	0.91
tragedy	n	11039 	0.94
net	n	10918 	0.95
characterize	v	11799 	0.88
funeral	n	11086 	0.94
profession	n	11469 	0.91
alter	v	11106 	0.94
spot	v	11143 	0.93
constitute	v	11945 	0.87
establishment	n	11355 	0.91
squeeze	v	11280 	0.92
imagination	n	10913 	0.95
target	v	10960 	0.95
mask	n	11196 	0.93
convert	v	10990 	0.94
comprehensive	j	11602 	0.89
prominent	j	10948 	0.95
presentation	n	11372 	0.91
regardless	r	11042 	0.94
easy	r	10790 	0.96
load	v	10736 	0.96
stable	j	10964 	0.94
introduction	n	11483 	0.9
appeal	v	10745 	0.96
pretend	v	11330 	0.91
not	c	11295 	0.91
elderly	j	10976 	0.94
representation	n	12063 	0.85
deer	n	11665 	0.88
split	v	10593 	0.97
violate	v	10822 	0.95
partnership	n	11115 	0.92
pollution	n	11396 	0.9
emission	n	11688 	0.88
steady	j	10715 	0.96
vital	j	10866 	0.94
neither	d	10587 	0.97
fate	n	10521 	0.97
earnings	n	11324 	0.9
oven	n	11454 	0.89
distinction	n	11383 	0.9
segment	n	10850 	0.94
nowhere	r	10658 	0.96
poet	n	10840 	0.94
mere	j	10778 	0.95
exciting	j	10595 	0.96
variation	n	11403 	0.89
comfort	n	10674 	0.95
radical	j	10924 	0.93
stress	v	10951 	0.93
adapt	v	10987 	0.93
Irish	j	10833 	0.94
honey	n	11009 	0.92
correspondent	n	12008 	0.85
pale	j	11598 	0.88
musician	n	10580 	0.96
significance	n	11520 	0.88
load	n	10869 	0.93
round	j	10771 	0.94
vessel	n	10920 	0.93
storage	n	10893 	0.93
flee	v	10508 	0.96
mm-hmm	u	13755 	0.73
leather	n	11155 	0.91
distribute	v	10747 	0.94
evolution	n	11066 	0.91
ill	j	10446 	0.97
tribe	n	10855 	0.93
shelf	n	10741 	0.94
can	n	10718 	0.94
grandfather	n	11003 	0.91
lawn	n	10815 	0.93
buyer	n	10953 	0.92
dining	n	10843 	0.92
wisdom	n	10561 	0.95
council	n	10695 	0.94
vulnerable	j	10397 	0.96
instance	n	10885 	0.92
garlic	n	11449 	0.87
capability	n	10906 	0.92
poetry	n	10671 	0.94
celebrity	n	10756 	0.93
gradually	r	10537 	0.95
stability	n	10901 	0.91
doubt	v	10352 	0.96
fantasy	n	10448 	0.95
scared	j	10752 	0.93
guide	v	10524 	0.94
plot	n	10484 	0.95
framework	n	11710 	0.85
gesture	n	10739 	0.92
depending	i	10461 	0.95
ongoing	j	10721 	0.92
psychology	n	11316 	0.88
since	r	10334 	0.96
counselor	n	12170 	0.81
witness	v	10178 	0.97
chapter	n	10579 	0.94
fellow	n	10339 	0.96
divorce	n	10322 	0.96
owe	v	10141 	0.97
pipe	n	10432 	0.95
athletic	j	10803 	0.91
slight	j	10500 	0.94
math	n	10430 	0.94
shade	n	10677 	0.92
tail	n	10663 	0.92
sustain	v	10550 	0.93
mount	v	10303 	0.96
obligation	n	10538 	0.93
angle	n	10456 	0.94
palm	n	11014 	0.89
differ	v	11222 	0.88
custom	n	10408 	0.94
store	v	10446 	0.94
economist	n	10625 	0.92
fifteen	m	10739 	0.91
soup	n	10571 	0.93
celebration	n	10209 	0.96
efficient	j	10452 	0.94
damage	v	10163 	0.96
composition	n	10961 	0.89
satisfy	v	10194 	0.96
pile	n	10594 	0.92
briefly	r	10125 	0.97
carbon	n	10799 	0.9
closer	j	9976 	0.98
consume	v	10308 	0.95
scheme	n	10428 	0.93
crack	n	10330 	0.94
frequency	n	11284 	0.86
tobacco	n	10600 	0.92
survivor	n	10317 	0.94
besides	r	10537 	0.92
in	c	9996 	0.97
psychologist	n	10698 	0.91
wealthy	j	10054 	0.96
galaxy	n	11159 	0.87
given	j	10622 	0.91
fund	v	10218 	0.95
ski	n	11656 	0.83
limitation	n	11038 	0.88
OK	j	10733 	0.9
trace	v	10033 	0.96
appointment	n	9993 	0.97
preference	n	10833 	0.89
meter	n	10246 	0.94
explosion	n	10148 	0.95
arrest	n	10250 	0.94
publicly	r	10169 	0.95
incredible	j	10342 	0.93
fighter	n	10306 	0.94
rapid	j	10427 	0.92
admission	n	10356 	0.93
hunter	n	10839 	0.89
educate	v	10171 	0.95
painful	j	9896 	0.97
friendship	n	10130 	0.95
aide	n	10335 	0.93
infant	n	10205 	0.94
calculate	v	10485 	0.92
fifty	m	10524 	0.91
rid	v	10104 	0.95
porch	n	10894 	0.88
tendency	n	10642 	0.9
uniform	n	10193 	0.94
formation	n	10553 	0.91
scholarship	n	10305 	0.93
reservation	n	10215 	0.94
efficiency	n	10579 	0.91
waste	v	9956 	0.96
qualify	v	10090 	0.95
mall	n	10189 	0.94
derive	v	10913 	0.87
scandal	n	10403 	0.92
PC	n	11072 	0.86
helpful	j	10120 	0.94
impress	v	9896 	0.96
heel	n	10288 	0.93
resemble	v	10050 	0.95
privacy	n	9956 	0.96
fabric	n	10320 	0.92
surprise	v	10023 	0.95
contest	n	10002 	0.95
proportion	n	10521 	0.9
guideline	n	10303 	0.92
rifle	n	10204 	0.93
maintenance	n	10167 	0.93
conviction	n	9834 	0.96
trick	n	10041 	0.94
organic	j	10572 	0.89
tent	n	10110 	0.94
examination	n	10722 	0.88
publisher	n	10282 	0.92
strengthen	v	10159 	0.93
French	n	9845 	0.96
proposed	j	10288 	0.92
myth	n	10161 	0.93
sophisticated	j	9886 	0.95
cow	n	10032 	0.94
etc	r	10112 	0.93
standing	n	9691 	0.97
asleep	j	10684 	0.88
tennis	n	9985 	0.94
nerve	n	9933 	0.94
barrel	n	9951 	0.94
bombing	n	10462 	0.9
membership	n	10273 	0.91
ratio	n	10457 	0.9
menu	n	10238 	0.91
purchase	n	10001 	0.94
controversial	j	9918 	0.94
desperate	j	9795 	0.96
rate	v	10244 	0.91
lifestyle	n	9904 	0.94
humor	n	9654 	0.97
loud	j	10324 	0.9
glove	n	10218 	0.91
suspect	n	10204 	0.91
sufficient	j	10275 	0.91
narrative	n	10954 	0.85
photographer	n	9739 	0.96
helicopter	n	9986 	0.93
Catholic	n	9955 	0.94
modest	j	9746 	0.96
provider	n	10196 	0.91
delay	n	9868 	0.94
agricultural	j	10535 	0.88
explode	v	9821 	0.95
stroke	n	9891 	0.94
scope	n	10115 	0.92
punishment	n	9986 	0.93
handful	n	9735 	0.95
badly	r	9652 	0.96
horizon	n	9857 	0.94
curious	j	9738 	0.95
downtown	j	10172 	0.91
girlfriend	n	9832 	0.94
prompt	v	9741 	0.95
request	v	9619 	0.96
cholesterol	n	10641 	0.87
absorb	v	9762 	0.95
adjustment	n	10309 	0.9
taxpayer	n	10113 	0.91
eager	j	9627 	0.96
principal	n	9920 	0.93
detailed	j	10006 	0.92
motivation	n	10566 	0.87
assignment	n	9874 	0.93
restriction	n	9928 	0.93
across	r	9825 	0.94
Palestinian	n	10484 	0.88
laboratory	n	9972 	0.92
workshop	n	9926 	0.93
differently	r	9565 	0.96
auto	n	10006 	0.92
romantic	j	9561 	0.96
cotton	n	9734 	0.94
motor	n	9977 	0.92
sue	v	9797 	0.94
flavor	n	10143 	0.91
overlook	v	9553 	0.96
float	v	9982 	0.92
undergo	v	9826 	0.93
sequence	n	10041 	0.91
demonstration	n	9729 	0.94
jet	n	9690 	0.95
orange	j	9755 	0.94
consumption	n	10162 	0.9
assert	v	10125 	0.9
hay	n	10394 	0.88
temporary	j	9465 	0.96
medication	n	9789 	0.93
print	v	9508 	0.96
cabin	n	9955 	0.92
bite	v	9982 	0.91
relative	j	10283 	0.89
edition	n	9638 	0.95
valley	n	9708 	0.94
yours	p	10004 	0.91
pitch	n	9586 	0.95
pine	n	9824 	0.93
brilliant	j	9493 	0.96
versus	i	10007 	0.91
manufacturing	n	9822 	0.92
risk	v	9285 	0.98
Christian	n	9751 	0.93
